uniprot_accession,organism_type,organism,gh_family,refseq_acc,fasta_path,fetch_url,fetch_status,fetch_error,sequence_length
E4NJK1,bacterial,Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae),GH10,WP_014140440.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_014140440.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_014140440.1&rettype=fasta&retmode=text,downloaded,,496
D2B806,bacterial,Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100),GH10,WP_012887683.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012887683.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012887683.1&rettype=fasta&retmode=text,downloaded,,543
D7AUR0,bacterial,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),GH10,WP_013153247.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013153247.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013153247.1&rettype=fasta&retmode=text,downloaded,,373
B2IZQ1,bacterial,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),GH10,WP_012408199.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012408199.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012408199.1&rettype=fasta&retmode=text,downloaded,,387
B2AMK1,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH10,XP_001905216.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001905216.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001905216.1&rettype=fasta&retmode=text,downloaded,,396
Q60037,bacterial,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),GH10,WP_004082550.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_004082550.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_004082550.1&rettype=fasta&retmode=text,downloaded,,1059
B3PC74,bacterial,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),GH10,WP_012488472.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012488472.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012488472.1&rettype=fasta&retmode=text,downloaded,,378
D5UDG3,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013118747.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013118747.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013118747.1&rettype=fasta&retmode=text,downloaded,,376
C7PYE0,bacterial,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),GH10,WP_015795159.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015795159.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015795159.1&rettype=fasta&retmode=text,downloaded,,375
E4SCE2,bacterial,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),GH11,WP_013429154.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013429154.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013429154.1&rettype=fasta&retmode=text,downloaded,,358
Q2TYA7,fungal,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),GH10,XP_023093917.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_023093917.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_023093917.1&rettype=fasta&retmode=text,downloaded,,349
C5BN19,bacterial,Teredinibacter turnerae (strain ATCC 39867 / T7901),GH10,WP_015819505.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015819505.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015819505.1&rettype=fasta&retmode=text,downloaded,,1149
Q7CX80,bacterial,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),GH10,WP_010972267.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_010972267.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_010972267.1&rettype=fasta&retmode=text,downloaded,,355
A9G323,bacterial,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),GH11,WP_012238181.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012238181.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012238181.1&rettype=fasta&retmode=text,downloaded,,401
Q9F4L0,bacterial,Fibrobacter succinogenes (strain ATCC 19169 / S85),GH10,WP_014546458.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_014546458.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_014546458.1&rettype=fasta&retmode=text,downloaded,,623
E4RUD3,bacterial,Leadbetterella byssophila (strain DSM 17132 / JCM 16389 / KACC 11308 / NBRC 106382 / 4M15),GH10,WP_013408870.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013408870.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013408870.1&rettype=fasta&retmode=text,downloaded,,352
Q0PRN5,bacterial,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),GH10,WP_015924454.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015924454.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015924454.1&rettype=fasta&retmode=text,downloaded,,423
E4S6E9,bacterial,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),GH10,WP_013433428.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013433428.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013433428.1&rettype=fasta&retmode=text,downloaded,,2159
A6W5F0,bacterial,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),GH10,WP_012085124.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012085124.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012085124.1&rettype=fasta&retmode=text,downloaded,,398
E4Q1W4,bacterial,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),GH11,WP_013411078.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013411078.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013411078.1&rettype=fasta&retmode=text,downloaded,,353
B4RGI6,bacterial,Phenylobacterium zucineum (strain HLK1),GH10,WP_012523030.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012523030.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012523030.1&rettype=fasta&retmode=text,downloaded,,362
B2IJA6,bacterial,Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712),GH10,WP_012385575.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012385575.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012385575.1&rettype=fasta&retmode=text,downloaded,,770
B2B789,fungal,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),GH10,XP_001911839.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/XP_001911839.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=XP_001911839.1&rettype=fasta&retmode=text,downloaded,,359
A0LRT6,bacterial,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),GH10,WP_011719209.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011719209.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011719209.1&rettype=fasta&retmode=text,downloaded,,389
C9RK54,bacterial,Fibrobacter succinogenes (strain ATCC 19169 / S85),GH11,WP_014546846.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_014546846.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_014546846.1&rettype=fasta&retmode=text,downloaded,,327
D5UGI1,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013115498.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013115498.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013115498.1&rettype=fasta&retmode=text,downloaded,,1001
O87119,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),GH11,WP_260489804.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_260489804.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_260489804.1&rettype=fasta&retmode=text,downloaded,,683
A6W6W7,bacterial,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),GH10,WP_012084592.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012084592.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012084592.1&rettype=fasta&retmode=text,downloaded,,912
Q4ZMT4,bacterial,Pseudomonas syringae pv. syringae (strain B728a),GH10,WP_011269079.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011269079.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011269079.1&rettype=fasta&retmode=text,downloaded,,370
B8I5B9,bacterial,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),GH10,WP_015925747.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015925747.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015925747.1&rettype=fasta&retmode=text,downloaded,,1495
D4Z2D1,bacterial,Sphingobium indicum (strain DSM 16413 / CCM 7287 / MTCC 6362 / UT26 / NBRC 101211 / UT26S) (Sphingobium japonicum),GH10,WP_013040234.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013040234.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013040234.1&rettype=fasta&retmode=text,downloaded,,375
D5UFC2,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013117253.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013117253.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013117253.1&rettype=fasta&retmode=text,downloaded,,756
A9FW62,bacterial,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),GH10,WP_012234822.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012234822.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012234822.1&rettype=fasta&retmode=text,downloaded,,449
B9K945,bacterial,Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E),GH10,WP_015919776.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015919776.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015919776.1&rettype=fasta&retmode=text,downloaded,,1022
A7TVD4,bacterial,Streptomyces fradiae (Streptomyces roseoflavus),GH10,WP_360753197.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_360753197.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_360753197.1&rettype=fasta&retmode=text,downloaded,,478
A5CM25,bacterial,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),GH10,WP_011931309.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011931309.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011931309.1&rettype=fasta&retmode=text,downloaded,,543
C9YUZ2,bacterial,Streptomyces scabiei (strain 87.22),GH10,WP_013001375.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013001375.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013001375.1&rettype=fasta&retmode=text,downloaded,,459
D2C750,bacterial,Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila),GH10,WP_012896100.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012896100.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012896100.1&rettype=fasta&retmode=text,downloaded,,1059
A5IL09,bacterial,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),GH10,WP_011943447.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011943447.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011943447.1&rettype=fasta&retmode=text,downloaded,,1059
E4SGH7,bacterial,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),GH10,WP_013430926.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013430926.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013430926.1&rettype=fasta&retmode=text,downloaded,,689
C7NP66,archaea,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),GH10,WP_015789227.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015789227.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015789227.1&rettype=fasta&retmode=text,downloaded,,317
E4SHI1,bacterial,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),GH10,WP_013431276.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013431276.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013431276.1&rettype=fasta&retmode=text,downloaded,,337
B9MMA5,bacterial,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),GH10,WP_015906809.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015906809.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015906809.1&rettype=fasta&retmode=text,downloaded,,337
E4Q2A4,bacterial,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),GH10,WP_013411146.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013411146.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013411146.1&rettype=fasta&retmode=text,downloaded,,337
C7R4R8,bacterial,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),GH10,WP_012805796.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012805796.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012805796.1&rettype=fasta&retmode=text,downloaded,,417
C9RKU1,bacterial,Fibrobacter succinogenes (strain ATCC 19169 / S85),GH10,WP_014546939.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_014546939.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_014546939.1&rettype=fasta&retmode=text,downloaded,,762
A5CRL7,bacterial,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),GH10,WP_012038362.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012038362.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012038362.1&rettype=fasta&retmode=text,downloaded,,669
D4LAD4,bacterial,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),GH10,WP_015557486.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015557486.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015557486.1&rettype=fasta&retmode=text,downloaded,,633
C7Q365,bacterial,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),GH11,WP_015793530.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015793530.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015793530.1&rettype=fasta&retmode=text,downloaded,,380
D1BHP9,bacterial,Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74),GH10,WP_012867038.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012867038.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012867038.1&rettype=fasta&retmode=text,downloaded,,399
Q9RJ91,bacterial,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),GH10,WP_011027286.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_011027286.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_011027286.1&rettype=fasta&retmode=text,downloaded,,450
E4Q538,bacterial,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),GH10,WP_013411607.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013411607.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013411607.1&rettype=fasta&retmode=text,downloaded,,407
B1LZ39,bacterial,Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1),GH10,WP_012320838.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012320838.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012320838.1&rettype=fasta&retmode=text,downloaded,,392
D3T5Y9,bacterial,Thermoanaerobacter italicus (strain DSM 9252 / Ab9),GH10,WP_012994355.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012994355.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012994355.1&rettype=fasta&retmode=text,downloaded,,1455
P10478,bacterial,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum),GH10,WP_003513959.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_003513959.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_003513959.1&rettype=fasta&retmode=text,downloaded,,837
Q09E20,bacterial,Stigmatella aurantiaca (strain DW4/3-1),GH10,WP_002609382.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_002609382.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_002609382.1&rettype=fasta&retmode=text,downloaded,,501
C6CRV0,bacterial,Paenibacillus sp. (strain JDR-2),GH10,WP_012772223.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012772223.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012772223.1&rettype=fasta&retmode=text,downloaded,,1462
B0RHV2,bacterial,Clavibacter sepedonicus (Clavibacter michiganensis subsp. sepedonicus),GH10,WP_012297571.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012297571.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012297571.1&rettype=fasta&retmode=text,downloaded,,434
D5UK72,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013116148.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013116148.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013116148.1&rettype=fasta&retmode=text,downloaded,,690
C7NM83,archaea,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),GH10,WP_015788867.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015788867.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015788867.1&rettype=fasta&retmode=text,downloaded,,328
B1ZN37,bacterial,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),GH10,WP_012376018.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012376018.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012376018.1&rettype=fasta&retmode=text,downloaded,,606
D1BRX2,bacterial,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),GH10,WP_012878206.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012878206.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012878206.1&rettype=fasta&retmode=text,downloaded,,433
D6Y2K1,bacterial,Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51),GH10,WP_013132383.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013132383.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013132383.1&rettype=fasta&retmode=text,downloaded,,474
D5UFE6,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH10,WP_013117277.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013117277.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013117277.1&rettype=fasta&retmode=text,downloaded,,433
C7NV87,archaea,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),GH10,WP_015788748.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015788748.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015788748.1&rettype=fasta&retmode=text,downloaded,,975
C8WRS4,bacterial,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius),GH10,WP_012811581.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012811581.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012811581.1&rettype=fasta&retmode=text,downloaded,,338
D5UGI2,bacterial,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),GH11,WP_013115499.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_013115499.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_013115499.1&rettype=fasta&retmode=text,downloaded,,343
C7NVN5,archaea,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),GH10,WP_015790124.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015790124.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015790124.1&rettype=fasta&retmode=text,downloaded,,831
C5BPD1,bacterial,Teredinibacter turnerae (strain ATCC 39867 / T7901),GH10,WP_015817274.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_015817274.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_015817274.1&rettype=fasta&retmode=text,downloaded,,379
P23030,bacterial,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),GH10,WP_012488856.1,/home/ubuntu/xylanase-thesis/data/refseq/frozen_thesis_fastas/WP_012488856.1.fasta,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=protein&id=WP_012488856.1&rettype=fasta&retmode=text,downloaded,,599
