uniprot_accession,organism,organism_type,gh_family,has_usable_structure,n_structure_entries,structure_sources,best_structure_source,best_structure_id,best_structure_path,best_standardization_status
B3PDA8,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH10,True,1,modeller,modeller,B3PDA8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B3PDA8_modeller_B3PDA8_modeller.pdb,standardized
D1PCL8,Segatella copri DSM 18205,bacterial,GH10,True,1,modeller,modeller,D1PCL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PCL8_modeller_D1PCL8_modeller.pdb,standardized
B8I7X1,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),bacterial,GH11,True,1,modeller,modeller,B8I7X1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8I7X1_modeller_B8I7X1_modeller.pdb,standardized
E4Q2A2,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,modeller,modeller,E4Q2A2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q2A2_modeller_E4Q2A2_modeller.pdb,standardized
Q21PD4,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH10,True,1,modeller,modeller,Q21PD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21PD4_modeller_Q21PD4_modeller.pdb,standardized
E4RQT2,Leadbetterella byssophila (strain DSM 17132 / JCM 16389 / KACC 11308 / NBRC 106382 / 4M15),bacterial,GH10,True,1,modeller,modeller,E4RQT2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4RQT2_modeller_E4RQT2_modeller.pdb,standardized
D2QE60,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),bacterial,GH10,True,1,modeller,modeller,D2QE60_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2QE60_modeller_D2QE60_modeller.pdb,standardized
A1TT53,Paracidovorax citrulli (strain AAC00-1) (Acidovorax citrulli),bacterial,GH10,True,1,modeller,modeller,A1TT53_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A1TT53_modeller_A1TT53_modeller.pdb,standardized
Q9AJB4,Ruminococcus albus,bacterial,GH11,True,1,modeller,modeller,Q9AJB4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9AJB4_modeller_Q9AJB4_modeller.pdb,standardized
E4T6U8,Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4),bacterial,GH10,True,1,modeller,modeller,E4T6U8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4T6U8_modeller_E4T6U8_modeller.pdb,standardized
A9KL60,Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans),bacterial,GH10,True,1,modeller,modeller,A9KL60_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9KL60_modeller_A9KL60_modeller.pdb,standardized
B9MMA3,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),bacterial,GH10,True,1,modeller,modeller,B9MMA3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9MMA3_modeller_B9MMA3_modeller.pdb,standardized
E4SE15,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),bacterial,GH10,True,1,modeller,modeller,E4SE15_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4SE15_modeller_E4SE15_modeller.pdb,standardized
A4XM52,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,True,1,modeller,modeller,A4XM52_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM52_modeller_A4XM52_modeller.pdb,standardized
Q9X3P5,Caldicellulosiruptor sp. Tok7B.1,bacterial,GH10,True,1,modeller,modeller,Q9X3P5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9X3P5_modeller_Q9X3P5_modeller.pdb,standardized
O52374,Caldicellulosiruptor sp. Rt69B.1,bacterial,GH10,True,1,modeller,modeller,O52374_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O52374_modeller_O52374_modeller.pdb,standardized
Q53317,Ruminococcus flavefaciens,bacterial,GH11,True,1,modeller,modeller,Q53317_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q53317_modeller_Q53317_modeller.pdb,standardized
Q9S310,Ruminococcus flavefaciens,bacterial,GH11,True,1,modeller,modeller,Q9S310_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9S310_modeller_Q9S310_modeller.pdb,standardized
Q70DK4,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),bacterial,GH10,True,1,modeller,modeller,Q70DK4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q70DK4_modeller_Q70DK4_modeller.pdb,standardized
D2KFJ4,Cellulosilyticum ruminicola,bacterial,GH10,True,1,modeller,modeller,D2KFJ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFJ4_modeller_D2KFJ4_modeller.pdb,standardized
C6W283,Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114),bacterial,GH10,True,1,modeller,modeller,C6W283_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6W283_modeller_C6W283_modeller.pdb,standardized
Q9HFH0,Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum),fungal,GH11,True,2,pdb,pdb,1TE1_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9HFH0_pdb_1TE1_A_Repair.pdb,standardized
Q12667,Piromyces sp,fungal,GH11,True,1,modeller,modeller,Q12667_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q12667_modeller_Q12667_modeller.pdb,standardized
C7R5M3,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),bacterial,GH10,True,1,modeller,modeller,C7R5M3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7R5M3_modeller_C7R5M3_modeller.pdb,standardized
Q84DD2,uncultured Cellvibrio sp,bacterial,GH11,True,1,modeller,modeller,Q84DD2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q84DD2_modeller_Q84DD2_modeller.pdb,standardized
P45705,Geobacillus stearothermophilus (Bacillus stearothermophilus),bacterial,GH11,True,1,modeller,modeller,P45705_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P45705_modeller_P45705_modeller.pdb,standardized
D1PFS8,Segatella copri DSM 18205,bacterial,GH10,True,1,modeller,modeller,D1PFS8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PFS8_modeller_D1PFS8_modeller.pdb,standardized
C5BMU2,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH11,True,1,modeller,modeller,C5BMU2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BMU2_modeller_C5BMU2_modeller.pdb,standardized
C5BU24,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH11,True,1,modeller,modeller,C5BU24_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BU24_modeller_C5BU24_modeller.pdb,standardized
D7C774,Streptomyces bingchenggensis (strain BCW-1),bacterial,GH10,True,1,modeller,modeller,D7C774_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7C774_modeller_D7C774_modeller.pdb,standardized
B3PIN1,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH11,True,1,modeller,modeller,B3PIN1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B3PIN1_modeller_B3PIN1_modeller.pdb,standardized
E4NJK3,Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae),bacterial,GH10,True,1,modeller,modeller,E4NJK3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4NJK3_modeller_E4NJK3_modeller.pdb,standardized
Q9HEZ1,Phanerodontia chrysosporium (White-rot fungus) (Sporotrichum pruinosum),fungal,GH10,True,1,modeller,modeller,Q9HEZ1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9HEZ1_modeller_Q9HEZ1_modeller.pdb,standardized
Q9HEZ2,Phanerodontia chrysosporium (White-rot fungus) (Sporotrichum pruinosum),fungal,GH10,True,1,modeller,modeller,Q9HEZ2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9HEZ2_modeller_Q9HEZ2_modeller.pdb,standardized
P29126,Ruminococcus flavefaciens,bacterial,GH10,True,1,modeller,modeller,P29126_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P29126_modeller_P29126_modeller.pdb,standardized
O59938,Fusarium oxysporum f. sp. lycopersici,fungal,GH10,True,1,modeller,modeller,O59938_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O59938_modeller_O59938_modeller.pdb,standardized
C6WMJ4,Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101),bacterial,GH10,True,1,modeller,modeller,C6WMJ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6WMJ4_modeller_C6WMJ4_modeller.pdb,standardized
Q7S6C2,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),fungal,GH10,True,1,modeller,modeller,Q7S6C2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7S6C2_modeller_Q7S6C2_modeller.pdb,standardized
D6D0K1,Bacteroides xylanisolvens XB1A,bacterial,GH10,True,1,modeller,modeller,D6D0K1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D6D0K1_modeller_D6D0K1_modeller.pdb,standardized
Q01426,Neocallimastix frontalis (Rumen fungus),fungal,GH11,True,1,modeller,modeller,Q01426_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q01426_modeller_Q01426_modeller.pdb,standardized
P51584,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),bacterial,GH10,True,19,pdb,pdb,1DYO_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P51584_pdb_1DYO_A_Repair.pdb,standardized
D5BGE5,Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) (Wangia profunda),bacterial,GH10,True,1,modeller,modeller,D5BGE5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5BGE5_modeller_D5BGE5_modeller.pdb,standardized
D9TMZ9,Thermoanaerobacterium thermosaccharolyticum (strain ATCC 7956 / DSM 571 / NCIMB 9385 / NCA 3814 / NCTC 13789 / WDCM 00135 / 2032) (Clostridium thermosaccharolyticum),bacterial,GH10,True,1,modeller,modeller,D9TMZ9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9TMZ9_modeller_D9TMZ9_modeller.pdb,standardized
C5BRL9,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BRL9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BRL9_modeller_C5BRL9_modeller.pdb,standardized
D2KFL8,Cellulosilyticum ruminicola,bacterial,GH10,True,1,modeller,modeller,D2KFL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL8_modeller_D2KFL8_modeller.pdb,standardized
E1APH5,Saccharopolyspora pathumthaniensis,bacterial,GH10,True,1,modeller,modeller,E1APH5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E1APH5_modeller_E1APH5_modeller.pdb,standardized
D7B7I8,Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei),bacterial,GH10,True,1,modeller,modeller,D7B7I8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7B7I8_modeller_D7B7I8_modeller.pdb,standardized
D7CDL1,Streptomyces bingchenggensis (strain BCW-1),bacterial,GH10,True,1,modeller,modeller,D7CDL1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7CDL1_modeller_D7CDL1_modeller.pdb,standardized
Q47L48,Thermobifida fusca (strain YX),bacterial,GH10,True,1,modeller,modeller,Q47L48_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q47L48_modeller_Q47L48_modeller.pdb,standardized
O87118,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),bacterial,GH11,True,1,modeller,modeller,O87118_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O87118_modeller_O87118_modeller.pdb,standardized
A3DJP0,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum),bacterial,GH11,True,1,modeller,modeller,A3DJP0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A3DJP0_modeller_A3DJP0_modeller.pdb,standardized
D9SP57,Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B),bacterial,GH11,True,1,modeller,modeller,D9SP57_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9SP57_modeller_D9SP57_modeller.pdb,standardized
A4XM47,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,True,1,modeller,modeller,A4XM47_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM47_modeller_A4XM47_modeller.pdb,standardized
E0S105,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,True,1,modeller,modeller,E0S105_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0S105_modeller_E0S105_modeller.pdb,standardized
Q9RC94,Bacillus sp. 41M-1,bacterial,GH11,True,4,pdb,pdb,2DCJ_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RC94_pdb_2DCJ_A_Repair.pdb,standardized
Q59257,Bacillus sp. YA-335,bacterial,GH11,True,1,modeller,modeller,Q59257_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q59257_modeller_Q59257_modeller.pdb,standardized
E2EAK3,Alicyclobacillus sp. A4,bacterial,GH10,True,1,modeller,modeller,E2EAK3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E2EAK3_modeller_E2EAK3_modeller.pdb,standardized
Q482C3,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus),bacterial,GH10,True,1,modeller,modeller,Q482C3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q482C3_modeller_Q482C3_modeller.pdb,standardized
E0RXQ0,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,True,1,modeller,modeller,E0RXQ0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0RXQ0_modeller_E0RXQ0_modeller.pdb,standardized
O52373,Caldicellulosiruptor sp. Rt69B.1,bacterial,GH10,True,1,modeller,modeller,O52373_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O52373_modeller_O52373_modeller.pdb,standardized
D2KFM0,Cellulosilyticum ruminicola,bacterial,GH11,True,1,modeller,modeller,D2KFM0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM0_modeller_D2KFM0_modeller.pdb,standardized
P33558,Thermoclostridium stercorarium (Clostridium stercorarium),bacterial,GH11,True,1,modeller,modeller,P33558_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P33558_modeller_P33558_modeller.pdb,standardized
D8L2X7,Sphingobacterium sp. TN19,bacterial,GH10,True,1,modeller,modeller,D8L2X7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D8L2X7_modeller_D8L2X7_modeller.pdb,standardized
D5EY24,Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23) (Prevotella ruminicola),bacterial,GH10,True,1,modeller,modeller,D5EY24_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5EY24_modeller_D5EY24_modeller.pdb,standardized
Q52307,Xylanibacter ruminicola (Prevotella ruminicola),bacterial,GH10,True,1,modeller,modeller,Q52307_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q52307_modeller_Q52307_modeller.pdb,standardized
E4Q5G9,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,modeller,modeller,E4Q5G9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q5G9_modeller_E4Q5G9_modeller.pdb,standardized
C7MGN0,Brachybacterium faecium (strain ATCC 43885 / DSM 4810 / JCM 11609 / LMG 19847 / NBRC 14762 / NCIMB 9860 / 6-10),bacterial,GH10,True,1,modeller,modeller,C7MGN0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7MGN0_modeller_C7MGN0_modeller.pdb,standardized
E0RP41,Spirochaeta thermophila (strain ATCC 49972 / DSM 6192 / RI 19.B1),bacterial,GH10,True,1,modeller,modeller,E0RP41_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0RP41_modeller_E0RP41_modeller.pdb,standardized
Q9UUQ2,Penicillium sp. 40,fungal,GH11,True,1,modeller,modeller,Q9UUQ2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9UUQ2_modeller_Q9UUQ2_modeller.pdb,standardized
Q21G61,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH11,True,1,modeller,modeller,Q21G61_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21G61_modeller_Q21G61_modeller.pdb,standardized
Q60043,Thermoanaerobacterium,bacterial,GH10,True,1,modeller,modeller,Q60043_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q60043_modeller_Q60043_modeller.pdb,standardized
Q60046,Thermoanaerobacterium thermosulfurigenes (Clostridium thermosulfurogenes),bacterial,GH10,True,1,modeller,modeller,Q60046_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q60046_modeller_Q60046_modeller.pdb,standardized
A5FD49,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,True,1,modeller,modeller,A5FD49_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FD49_modeller_A5FD49_modeller.pdb,standardized
E4RWD4,Leadbetterella byssophila (strain DSM 17132 / JCM 16389 / KACC 11308 / NBRC 106382 / 4M15),bacterial,GH10,True,1,modeller,modeller,E4RWD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4RWD4_modeller_E4RWD4_modeller.pdb,standardized
A5FI54,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,True,1,modeller,modeller,A5FI54_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FI54_modeller_A5FI54_modeller.pdb,standardized
Q01YB0,Solibacter usitatus (strain Ellin6076),bacterial,GH10,True,1,modeller,modeller,Q01YB0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q01YB0_modeller_Q01YB0_modeller.pdb,standardized
Q9F107,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,True,1,modeller,modeller,Q9F107_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9F107_modeller_Q9F107_modeller.pdb,standardized
Q5XQ46,Cryptovalsa sp. BCC 7197,fungal,GH10,True,1,modeller,modeller,Q5XQ46_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q5XQ46_modeller_Q5XQ46_modeller.pdb,standardized
D9TIQ9,Caldicellulosiruptor obsidiansis (strain ATCC BAA-2073 / JCM 16842 / OB47),bacterial,GH10,True,1,modeller,modeller,D9TIQ9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9TIQ9_modeller_D9TIQ9_modeller.pdb,standardized
E0RPX5,Spirochaeta thermophila (strain ATCC 49972 / DSM 6192 / RI 19.B1),bacterial,GH10,True,1,modeller,modeller,E0RPX5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0RPX5_modeller_E0RPX5_modeller.pdb,standardized
P35811,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH11,True,1,modeller,modeller,P35811_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P35811_modeller_P35811_modeller.pdb,standardized
Q9L3K3,Ruminococcus flavefaciens,bacterial,GH11,True,1,modeller,modeller,Q9L3K3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9L3K3_modeller_Q9L3K3_modeller.pdb,standardized
B1ZXE4,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH10,True,1,modeller,modeller,B1ZXE4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1ZXE4_modeller_B1ZXE4_modeller.pdb,standardized
Q5BAS4,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),fungal,GH10,True,1,modeller,modeller,Q5BAS4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q5BAS4_modeller_Q5BAS4_modeller.pdb,standardized
P72234,Xylanibacter ruminicola (Prevotella ruminicola),bacterial,GH10,True,1,modeller,modeller,P72234_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P72234_modeller_P72234_modeller.pdb,standardized
D2KFM1,Cellulosilyticum ruminicola,bacterial,GH10,True,1,modeller,modeller,D2KFM1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM1_modeller_D2KFM1_modeller.pdb,standardized
A2I7V2,Aspergillus versicolor,fungal,GH11,True,1,modeller,modeller,A2I7V2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A2I7V2_modeller_A2I7V2_modeller.pdb,standardized
Q96W72,Talaromyces purpureogenus (Soft rot fungus) (Penicillium purpureogenum),fungal,GH11,True,1,modeller,modeller,Q96W72_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q96W72_modeller_Q96W72_modeller.pdb,standardized
C3VEW0,Penicillium canescens,fungal,GH11,True,1,modeller,modeller,C3VEW0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C3VEW0_modeller_C3VEW0_modeller.pdb,standardized
P55331,Aspergillus tubingensis,fungal,GH11,True,1,modeller,modeller,P55331_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P55331_modeller_P55331_modeller.pdb,standardized
P55329,Aspergillus niger,fungal,GH11,True,4,pdb,pdb,1T6G_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P55329_pdb_1T6G_A_Repair.pdb,standardized
Q12550,Aspergillus niger,fungal,GH11,True,1,modeller,modeller,Q12550_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q12550_modeller_Q12550_modeller.pdb,standardized
Q6QJ75,Aspergillus niger,fungal,GH11,True,1,modeller,modeller,Q6QJ75_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6QJ75_modeller_Q6QJ75_modeller.pdb,standardized
Q2I0I8,Aspergillus sulphureus,fungal,GH11,True,1,modeller,modeller,Q2I0I8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I0I8_modeller_Q2I0I8_modeller.pdb,standardized
E3UN71,Aspergillus niger,fungal,GH11,True,1,modeller,modeller,E3UN71_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E3UN71_modeller_E3UN71_modeller.pdb,standardized
Q12549,Aspergillus niger,fungal,GH11,True,1,modeller,modeller,Q12549_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q12549_modeller_Q12549_modeller.pdb,standardized
C0LZ11,Aspergillus niger,fungal,GH11,True,1,modeller,modeller,C0LZ11_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C0LZ11_modeller_C0LZ11_modeller.pdb,standardized
C7PX75,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH11,True,1,modeller,modeller,C7PX75_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7PX75_modeller_C7PX75_modeller.pdb,standardized
D5UGI0,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH11,True,1,modeller,modeller,D5UGI0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UGI0_modeller_D5UGI0_modeller.pdb,standardized
B6DQK8,Phaeosphaeria nodorum (Glume blotch fungus) (Parastagonospora nodorum),fungal,GH10,True,1,modeller,modeller,B6DQK8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B6DQK8_modeller_B6DQK8_modeller.pdb,standardized
B0FX61,Annulohypoxylon stygium,fungal,GH11,True,1,modeller,modeller,B0FX61_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B0FX61_modeller_B0FX61_modeller.pdb,standardized
B2IZC2,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),bacterial,GH10,True,1,modeller,modeller,B2IZC2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2IZC2_modeller_B2IZC2_modeller.pdb,standardized
B8E3B3,Dictyoglomus turgidum (strain DSM 6724 / Z-1310),bacterial,GH10,True,1,modeller,modeller,B8E3B3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B8E3B3_modeller_B8E3B3_modeller.pdb,standardized
A4IP71,Geobacillus thermodenitrificans (strain NG80-2),bacterial,GH10,True,1,modeller,modeller,A4IP71_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4IP71_modeller_A4IP71_modeller.pdb,standardized
D0EM78,Geobacillus sp. TC-W7,bacterial,GH10,True,1,modeller,modeller,D0EM78_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0EM78_modeller_D0EM78_modeller.pdb,standardized
D7RA44,Bacillus sp. N16-5,bacterial,GH10,True,1,modeller,modeller,D7RA44_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7RA44_modeller_D7RA44_modeller.pdb,standardized
