uniprot_accession,organism,organism_type,gh_family,structure_source,structure_id,structure_path,template_code,template_identity,template_coverage,foldx_wt_total_energy,foldx_energy_per_residue,structure_exists,standardized_structure_path,standardization_status,structure_source_normalized,structure_source_priority,usable_structure_path,usable_structure_exists,usable_structure_status,structure_manifest_row_id,structure_file_format,n_atom_records,n_hetatm_records,n_model_records,stage3_standardized_structure_path,stage3_standardization_status,stage3_copy_mode,stage3_copy_operation,stage3_standardization_error
C8WRS4,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius),bacterial,GH10,modeller,C8WRS4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C8WRS4/C8WRS4_modeller.pdb,1N82,0.5015,0.9793,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C8WRS4_modeller_C8WRS4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C8WRS4_modeller_C8WRS4_modeller.pdb,True,available,structure_000381,pdb,2752,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C8WRS4_modeller_C8WRS4_modeller.pdb,standardized_available,copy,skipped_existing,
C9RK54,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH11,modeller,C9RK54_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9RK54/C9RK54_modeller.pdb,5EJ3,0.1821,0.9761,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RK54_modeller_C9RK54_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RK54_modeller_C9RK54_modeller.pdb,True,available,structure_000630,pdb,2549,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9RK54_modeller_C9RK54_modeller.pdb,standardized_available,copy,skipped_existing,
C9RKU1,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,modeller,C9RKU1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9RKU1/C9RKU1_modeller.pdb,1JJF,0.1081,0.9104,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RKU1_modeller_C9RKU1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RKU1_modeller_C9RKU1_modeller.pdb,True,available,structure_000382,pdb,6117,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9RKU1_modeller_C9RKU1_modeller.pdb,standardized_available,copy,skipped_existing,
C9RLL3,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH11,modeller,C9RLL3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9RLL3/C9RLL3_modeller.pdb,2DCJ,0.2221,0.9646,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RLL3_modeller_C9RLL3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9RLL3_modeller_C9RLL3_modeller.pdb,True,available,structure_000631,pdb,2785,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9RLL3_modeller_C9RLL3_modeller.pdb,standardized_available,copy,skipped_existing,
C9YUZ2,Streptomyces scabiei (strain 87.22),bacterial,GH10,modeller,C9YUZ2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9YUZ2/C9YUZ2_modeller.pdb,3WUB,0.4806,0.9892,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YUZ2_modeller_C9YUZ2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YUZ2_modeller_C9YUZ2_modeller.pdb,True,available,structure_000383,pdb,3443,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9YUZ2_modeller_C9YUZ2_modeller.pdb,standardized_available,copy,skipped_existing,
C9YVP9,Streptomyces scabiei (strain 87.22),bacterial,GH10,modeller,C9YVP9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9YVP9/C9YVP9_modeller.pdb,1TA3,0.4025,0.9237,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YVP9_modeller_C9YVP9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YVP9_modeller_C9YVP9_modeller.pdb,True,available,structure_000384,pdb,2663,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9YVP9_modeller_C9YVP9_modeller.pdb,standardized_available,copy,skipped_existing,
C9YW88,Streptomyces scabiei (strain 87.22),bacterial,GH10,modeller,C9YW88_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9YW88/C9YW88_modeller.pdb,1VBR,0.3351,0.9303,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YW88_modeller_C9YW88_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9YW88_modeller_C9YW88_modeller.pdb,True,available,structure_000385,pdb,2885,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9YW88_modeller_C9YW88_modeller.pdb,standardized_available,copy,skipped_existing,
C9Z2V1,Streptomyces scabiei (strain 87.22),bacterial,GH11,modeller,C9Z2V1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9Z2V1/C9Z2V1_modeller.pdb,1HIX,0.7328,0.9828,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9Z2V1_modeller_C9Z2V1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9Z2V1_modeller_C9Z2V1_modeller.pdb,True,available,structure_000632,pdb,1770,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9Z2V1_modeller_C9Z2V1_modeller.pdb,standardized_available,copy,skipped_existing,
C9ZB10,Streptomyces scabiei (strain 87.22),bacterial,GH10,modeller,C9ZB10_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9ZB10/C9ZB10_modeller.pdb,5M0K,0.2205,0.9287,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZB10_modeller_C9ZB10_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZB10_modeller_C9ZB10_modeller.pdb,True,available,structure_000386,pdb,4076,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9ZB10_modeller_C9ZB10_modeller.pdb,standardized_available,copy,skipped_existing,
C9ZE95,Streptomyces scabiei (strain 87.22),bacterial,GH10,modeller,C9ZE95_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/C9ZE95/C9ZE95_modeller.pdb,1ISV,0.7227,0.899,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZE95_modeller_C9ZE95_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZE95_modeller_C9ZE95_modeller.pdb,True,available,structure_000387,pdb,3632,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/C9ZE95_modeller_C9ZE95_modeller.pdb,standardized_available,copy,skipped_existing,
D0EM78,Geobacillus sp. TC-W7,bacterial,GH10,modeller,D0EM78_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D0EM78/D0EM78_modeller.pdb,1HIZ,0.8501,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0EM78_modeller_D0EM78_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0EM78_modeller_D0EM78_modeller.pdb,True,available,structure_000388,pdb,3353,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D0EM78_modeller_D0EM78_modeller.pdb,standardized_available,copy,skipped_existing,
D0MH05,Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis),bacterial,GH10,modeller,D0MH05_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D0MH05/D0MH05_modeller.pdb,1NQ6,0.1312,0.9414,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0MH05_modeller_D0MH05_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0MH05_modeller_D0MH05_modeller.pdb,True,available,structure_000389,pdb,3586,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D0MH05_modeller_D0MH05_modeller.pdb,standardized_available,copy,skipped_existing,
D0MHK8,Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis),bacterial,GH10,modeller,D0MHK8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D0MHK8/D0MHK8_modeller.pdb,1NQ6,0.1687,0.9257,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0MHK8_modeller_D0MHK8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D0MHK8_modeller_D0MHK8_modeller.pdb,True,available,structure_000390,pdb,3982,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D0MHK8_modeller_D0MHK8_modeller.pdb,standardized_available,copy,skipped_existing,
D1BHP9,Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74),bacterial,GH10,modeller,D1BHP9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BHP9/D1BHP9_modeller.pdb,2F8Q,0.1457,0.9852,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BHP9_modeller_D1BHP9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BHP9_modeller_D1BHP9_modeller.pdb,True,available,structure_000391,pdb,3095,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BHP9_modeller_D1BHP9_modeller.pdb,standardized_available,copy,skipped_existing,
D1BKV8,Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74),bacterial,GH10,modeller,D1BKV8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BKV8/D1BKV8_modeller.pdb,1CLX,0.162,0.9264,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BKV8_modeller_D1BKV8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BKV8_modeller_D1BKV8_modeller.pdb,True,available,structure_000392,pdb,4187,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BKV8_modeller_D1BKV8_modeller.pdb,standardized_available,copy,skipped_existing,
D1BRX2,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,modeller,D1BRX2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BRX2/D1BRX2_modeller.pdb,2F8Q,0.1478,0.9353,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BRX2_modeller_D1BRX2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BRX2_modeller_D1BRX2_modeller.pdb,True,available,structure_000393,pdb,3453,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BRX2_modeller_D1BRX2_modeller.pdb,standardized_available,copy,skipped_existing,
D1BWB1,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,modeller,D1BWB1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BWB1/D1BWB1_modeller.pdb,1NQ6,0.4715,0.9726,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BWB1_modeller_D1BWB1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BWB1_modeller_D1BWB1_modeller.pdb,True,available,structure_000394,pdb,3532,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BWB1_modeller_D1BWB1_modeller.pdb,standardized_available,copy,skipped_existing,
D1BXH1,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH11,modeller,D1BXH1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BXH1/D1BXH1_modeller.pdb,5EJ3,0.5562,0.9911,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXH1_modeller_D1BXH1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXH1_modeller_D1BXH1_modeller.pdb,True,available,structure_000633,pdb,2458,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BXH1_modeller_D1BXH1_modeller.pdb,standardized_available,copy,skipped_existing,
D1BXQ6,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,modeller,D1BXQ6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BXQ6/D1BXQ6_modeller.pdb,3RDK,0.1642,0.9104,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXQ6_modeller_D1BXQ6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXQ6_modeller_D1BXQ6_modeller.pdb,True,available,structure_000395,pdb,9954,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BXQ6_modeller_D1BXQ6_modeller.pdb,standardized_available,copy,skipped_existing,
D1BXQ7,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,modeller,D1BXQ7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1BXQ7/D1BXQ7_modeller.pdb,4W8L,0.1437,0.8744,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXQ7_modeller_D1BXQ7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXQ7_modeller_D1BXQ7_modeller.pdb,True,available,structure_000396,pdb,9575,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1BXQ7_modeller_D1BXQ7_modeller.pdb,standardized_available,copy,skipped_existing,
D1CC70,Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1),bacterial,GH10,modeller,D1CC70_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1CC70/D1CC70_modeller.pdb,1VBR,0.4084,0.9353,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1CC70_modeller_D1CC70_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1CC70_modeller_D1CC70_modeller.pdb,True,available,structure_000397,pdb,2989,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1CC70_modeller_D1CC70_modeller.pdb,standardized_available,copy,skipped_existing,
D1G4K3,Paecilomyces sp. 'thermophila',fungal,GH11,modeller,D1G4K3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1G4K3/D1G4K3_modeller.pdb,1YNA,0.9292,0.9956,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1G4K3_modeller_D1G4K3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1G4K3_modeller_D1G4K3_modeller.pdb,True,available,structure_000260,pdb,1746,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1G4K3_modeller_D1G4K3_modeller.pdb,standardized_available,copy,skipped_existing,
D1GET5,Cellulosimicrobium sp. HY-13,bacterial,GH10,modeller,D1GET5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1GET5/D1GET5_modeller.pdb,1EXG,0.4397,0.8705,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1GET5_modeller_D1GET5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1GET5_modeller_D1GET5_modeller.pdb,True,available,structure_000398,pdb,4112,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1GET5_modeller_D1GET5_modeller.pdb,standardized_available,copy,skipped_existing,
D1GFE6,Penicillium sp. CGMCC 1669,fungal,GH11,modeller,D1GFE6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1GFE6/D1GFE6_modeller.pdb,1TE1,0.583,0.9731,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1GFE6_modeller_D1GFE6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1GFE6_modeller_D1GFE6_modeller.pdb,True,available,structure_000264,pdb,1654,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1GFE6_modeller_D1GFE6_modeller.pdb,standardized_available,copy,skipped_existing,
D1KJJ7,Nesterenkonia xinjiangensis,bacterial,GH11,modeller,D1KJJ7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1KJJ7/D1KJJ7_modeller.pdb,1HIX,0.5124,0.9461,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1KJJ7_modeller_D1KJJ7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1KJJ7_modeller_D1KJJ7_modeller.pdb,True,available,structure_000239,pdb,1878,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1KJJ7_modeller_D1KJJ7_modeller.pdb,standardized_available,copy,skipped_existing,
D1LGU1,Orpinomyces sp. FCT 2,fungal,GH11,modeller,D1LGU1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1LGU1/D1LGU1_modeller.pdb,1PVX,0.1649,0.7629,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1LGU1_modeller_D1LGU1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1LGU1_modeller_D1LGU1_modeller.pdb,True,available,structure_000790,pdb,1175,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1LGU1_modeller_D1LGU1_modeller.pdb,standardized_available,copy,skipped_existing,
D1PCL8,Segatella copri DSM 18205,bacterial,GH10,modeller,D1PCL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1PCL8/D1PCL8_modeller.pdb,1UQY,0.3971,0.9868,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PCL8_modeller_D1PCL8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PCL8_modeller_D1PCL8_modeller.pdb,True,available,structure_000399,pdb,3011,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1PCL8_modeller_D1PCL8_modeller.pdb,standardized_available,copy,skipped_existing,
D1PFS8,Segatella copri DSM 18205,bacterial,GH10,modeller,D1PFS8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D1PFS8/D1PFS8_modeller.pdb,1JJF,0.1069,0.8781,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PFS8_modeller_D1PFS8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1PFS8_modeller_D1PFS8_modeller.pdb,True,available,structure_000400,pdb,5796,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D1PFS8_modeller_D1PFS8_modeller.pdb,standardized_available,copy,skipped_existing,
D2B806,Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100),bacterial,GH10,modeller,D2B806_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2B806/D2B806_modeller.pdb,1EXG,0.3564,0.8913,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2B806_modeller_D2B806_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2B806_modeller_D2B806_modeller.pdb,True,available,structure_000401,pdb,4016,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2B806_modeller_D2B806_modeller.pdb,standardized_available,copy,skipped_existing,
D2C750,Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila),bacterial,GH10,modeller,D2C750_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2C750/D2C750_modeller.pdb,1I82,0.9868,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C750_modeller_D2C750_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C750_modeller_D2C750_modeller.pdb,True,available,structure_000402,pdb,8459,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2C750_modeller_D2C750_modeller.pdb,standardized_available,copy,skipped_existing,
D2C759,Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila),bacterial,GH10,modeller,D2C759_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2C759/D2C759_modeller.pdb,1VBR,0.9539,0.9914,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C759_modeller_D2C759_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C759_modeller_D2C759_modeller.pdb,True,available,structure_000403,pdb,2853,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2C759_modeller_D2C759_modeller.pdb,standardized_available,copy,skipped_existing,
D2KFJ4,Cellulosilyticum ruminicola,bacterial,GH10,modeller,D2KFJ4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KFJ4/D2KFJ4_modeller.pdb,1CLX,0.1132,0.916,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFJ4_modeller_D2KFJ4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFJ4_modeller_D2KFJ4_modeller.pdb,True,available,structure_000404,pdb,5170,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KFJ4_modeller_D2KFJ4_modeller.pdb,standardized_available,copy,skipped_existing,
D2KFL8,Cellulosilyticum ruminicola,bacterial,GH10,modeller,D2KFL8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KFL8/D2KFL8_modeller.pdb,1B30,-0.0248,0.5728,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL8_modeller_D2KFL8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL8_modeller_D2KFL8_modeller.pdb,True,available,structure_000405,pdb,1373,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KFL8_modeller_D2KFL8_modeller.pdb,standardized_available,copy,skipped_existing,
D2KFL9,Cellulosilyticum ruminicola,bacterial,GH11,modeller,D2KFL9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KFL9/D2KFL9_modeller.pdb,1BCX,0.6714,0.9718,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL9_modeller_D2KFL9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFL9_modeller_D2KFL9_modeller.pdb,True,available,structure_000634,pdb,1647,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KFL9_modeller_D2KFL9_modeller.pdb,standardized_available,copy,skipped_existing,
D2KFM0,Cellulosilyticum ruminicola,bacterial,GH11,modeller,D2KFM0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KFM0/D2KFM0_modeller.pdb,1GMM,0.2247,0.7965,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM0_modeller_D2KFM0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM0_modeller_D2KFM0_modeller.pdb,True,available,structure_000635,pdb,4157,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KFM0_modeller_D2KFM0_modeller.pdb,standardized_available,copy,skipped_existing,
D2KFM1,Cellulosilyticum ruminicola,bacterial,GH10,modeller,D2KFM1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KFM1/D2KFM1_modeller.pdb,1CLX,0.0944,0.8741,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM1_modeller_D2KFM1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KFM1_modeller_D2KFM1_modeller.pdb,True,available,structure_000406,pdb,5566,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KFM1_modeller_D2KFM1_modeller.pdb,standardized_available,copy,skipped_existing,
D2KPJ0,Bacillus sp. JB99,bacterial,GH11,modeller,D2KPJ0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2KPJ0/D2KPJ0_modeller.pdb,1BCX,0.7277,0.9859,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KPJ0_modeller_D2KPJ0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2KPJ0_modeller_D2KPJ0_modeller.pdb,True,available,structure_000636,pdb,1653,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2KPJ0_modeller_D2KPJ0_modeller.pdb,standardized_available,copy,skipped_existing,
D2QDL1,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),bacterial,GH10,modeller,D2QDL1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/D2QDL1/D2QDL1_modeller.pdb,1CLX,0.1506,0.9133,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2QDL1_modeller_D2QDL1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2QDL1_modeller_D2QDL1_modeller.pdb,True,available,structure_000407,pdb,4341,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/D2QDL1_modeller_D2QDL1_modeller.pdb,standardized_available,copy,skipped_existing,
