uniprot_accession,organism_type,gh_family,organism,structure_source,pdb_id,structure_file
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5K7P,data/structures/pdb/5K7P.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZF3,data/structures/pdb/5ZF3.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZH0,data/structures/pdb/5ZH0.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZH9,data/structures/pdb/5ZH9.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZII,data/structures/pdb/5ZII.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZIW,data/structures/pdb/5ZIW.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZKZ,data/structures/pdb/5ZKZ.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,5ZO0,data/structures/pdb/5ZO0.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6JUG,data/structures/pdb/6JUG.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6JWB,data/structures/pdb/6JWB.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6JXL,data/structures/pdb/6JXL.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6JZP,data/structures/pdb/6JZP.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6K9O,data/structures/pdb/6K9O.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6K9R,data/structures/pdb/6K9R.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6K9W,data/structures/pdb/6K9W.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6K9X,data/structures/pdb/6K9X.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KVV,data/structures/pdb/6KVV.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KW9,data/structures/pdb/6KW9.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWC,data/structures/pdb/6KWC.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWD,data/structures/pdb/6KWD.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWE,data/structures/pdb/6KWE.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWF,data/structures/pdb/6KWF.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWG,data/structures/pdb/6KWG.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,6KWH,data/structures/pdb/6KWH.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,7MGU,data/structures/pdb/7MGU.pdb
P36218,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1XYN,data/structures/pdb/1XYN.pdb
P55329,fungal,GH11,Aspergillus niger,pdb,1T6G,data/structures/pdb/1T6G.pdb
P55329,fungal,GH11,Aspergillus niger,pdb,1UKR,data/structures/pdb/1UKR.pdb
P55329,fungal,GH11,Aspergillus niger,pdb,2QZ2,data/structures/pdb/2QZ2.pdb
P55329,fungal,GH11,Aspergillus niger,pdb,6QE8,data/structures/pdb/6QE8.pdb
P81536,fungal,GH11,Paecilomyces variotii (Byssochlamys spectabilis),pdb,1PVX,data/structures/pdb/1PVX.pdb
Q0CMZ1,fungal,GH11,Aspergillus terreus (strain NIH 2624 / FGSC A1156),pdb,8XZX,data/structures/pdb/8XZX.pdb
Q0CMZ1,fungal,GH11,Aspergillus terreus (strain NIH 2624 / FGSC A1156),pdb,8XZY,data/structures/pdb/8XZY.pdb
Q0CMZ1,fungal,GH11,Aspergillus terreus (strain NIH 2624 / FGSC A1156),pdb,8XZZ,data/structures/pdb/8XZZ.pdb
Q0CMZ1,fungal,GH11,Aspergillus terreus (strain NIH 2624 / FGSC A1156),pdb,8Y00,data/structures/pdb/8Y00.pdb
Q6VAY1,fungal,GH11,Acidomyces acidophilus,pdb,3M4F,data/structures/pdb/3M4F.pdb
Q8J1V6,fungal,GH11,Thermochaetoides thermophila,pdb,1H1A,data/structures/pdb/1H1A.pdb
Q8J1V6,fungal,GH11,Thermochaetoides thermophila,pdb,1XNK,data/structures/pdb/1XNK.pdb
Q9HFH0,fungal,GH11,Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum),pdb,1TE1,data/structures/pdb/1TE1.pdb
Q9HFH0,fungal,GH11,Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum),pdb,3WP3,data/structures/pdb/3WP3.pdb
Q9UV68,fungal,GH11,Neocallimastix patriciarum (Rumen fungus),pdb,3WP4,data/structures/pdb/3WP4.pdb
Q9UV68,fungal,GH11,Neocallimastix patriciarum (Rumen fungus),pdb,3WP5,data/structures/pdb/3WP5.pdb
Q9UV68,fungal,GH11,Neocallimastix patriciarum (Rumen fungus),pdb,3WP6,data/structures/pdb/3WP6.pdb
W0HJ53,fungal,GH11,Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar),pdb,9K1N,data/structures/pdb/9K1N.pdb
W8VR85,fungal,GH11,Talaromyces pinophilus CF-2612,pdb,5HXV,data/structures/pdb/5HXV.pdb
X0M5X0,fungal,GH11,Fusarium oxysporum f. sp. vasinfectum 25433,pdb,5JRM,data/structures/pdb/5JRM.pdb
X0M5X0,fungal,GH11,Fusarium oxysporum f. sp. vasinfectum 25433,pdb,5JRN,data/structures/pdb/5JRN.pdb
