pdb_id,file_path,chosen_chain,chain_length,file_type,hbond_proxy_count,salt_bridge_count,disulfide_count,sasa_total,uniprot_accession,organism_type,organism,xref_cazy,gh_family,pdb_tag,foldx_wt_total_energy,foldx_energy_per_residue
3CUF,/home/ubuntu/xylanase-thesis/data/raw/pdb/3CUF.cif,A,314,cif,2123.0,64.0,2.0,4618.855322486271,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,3CUF_A_Repair,-62.36,-0.19859872611464968
3CUG,/home/ubuntu/xylanase-thesis/data/raw/pdb/3CUG.cif,A,314,cif,2337.0,63.0,2.0,3452.337497822776,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,3CUG_A_Repair,-62.6,-0.19936305732484078
3CUH,/home/ubuntu/xylanase-thesis/data/raw/pdb/3CUH.cif,A,314,cif,2129.0,67.0,2.0,4354.871602070242,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,3CUH_A_Repair,-63.95,-0.20366242038216562
3CUI,/home/ubuntu/xylanase-thesis/data/raw/pdb/3CUI.cif,A,314,cif,2296.0,63.0,2.0,3729.989094069367,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,3CUI_A_Repair,-59.36,-0.18904458598726115
3CUJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/3CUJ.cif,A,314,cif,2123.0,64.0,2.0,4900.722559082858,P07986,bacterial,Cellulomonas fimi,CBM2;GH10;,GH10,3CUJ_A_Repair,-63.61,-0.2025796178343949
3EMC,/home/ubuntu/xylanase-thesis/data/raw/pdb/3EMC.cif,A,331,cif,2006.0,92.0,0.0,8650.015734698882,O69231,bacterial,Paenibacillus barcinonensis,GH10;,GH10,3EMC_A_Repair,-6.11,-0.018459214501510574
3EMQ,/home/ubuntu/xylanase-thesis/data/raw/pdb/3EMQ.cif,A,331,cif,1869.0,92.0,0.0,8776.577546783908,O69231,bacterial,Paenibacillus barcinonensis,GH10;,GH10,3EMQ_A_Repair,70.02,0.21154078549848943
3EMZ,/home/ubuntu/xylanase-thesis/data/raw/pdb/3EMZ.cif,A,331,cif,1965.0,89.0,0.0,8737.435363204962,O69231,bacterial,Paenibacillus barcinonensis,GH10;,GH10,3EMZ_A_Repair,-10.19,-0.03078549848942598
3EXU,/home/ubuntu/xylanase-thesis/data/raw/pdb/3EXU.cif,A,185,cif,874.0,8.0,0.0,5197.817962350967,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,3EXU_A_Repair,-8.89,-0.04805405405405406
3HD8,/home/ubuntu/xylanase-thesis/data/raw/pdb/3HD8.cif,A,370,cif,1211.0,41.0,5.0,16115.88831720435,P18429,bacterial,Bacillus subtilis (strain 168),GH11;,GH11,3HD8_A_Repair,25.81,0.06975675675675676
3JXS,/home/ubuntu/xylanase-thesis/data/raw/pdb/3JXS.cif,A,166,cif,793.0,7.0,0.0,4610.718245655095,Q7WTN6,bacterial,Rhodothermus marinus (Rhodothermus obamensis),CBM4;GH10;,GH10,3JXS_A_Repair,-12.88,-0.07759036144578314
3LB9,/home/ubuntu/xylanase-thesis/data/raw/pdb/3LB9.cif,A,182,cif,593.0,6.0,0.0,7407.878555925532,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3LB9_A_Repair,67.74,0.3721978021978022
3LGR,/home/ubuntu/xylanase-thesis/data/raw/pdb/3LGR.cif,A,189,cif,1397.0,19.0,0.0,1830.1920024677695,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,3LGR_A_Repair,-7.27,-0.03846560846560847
3M4F,/home/ubuntu/xylanase-thesis/data/raw/pdb/3M4F.cif,A,181,cif,1032.0,9.0,1.0,3303.5411265638168,Q6VAY1,fungal,Acidomyces acidophilus,GH11;,GH11,3M4F_A_Repair,-6.43,-0.03552486187845304
3MF6,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MF6.cif,A,193,cif,1023.0,29.0,0.0,4097.19971828639,Q8GMV7,bacterial,Thermopolyspora flexuosa,CBM2;GH11;,GH11,3MF6_A_Repair,-8.61,-0.044611398963730564
3MF9,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MF9.cif,A,193,cif,1039.0,28.0,0.0,3919.175740836691,Q8GMV7,bacterial,Thermopolyspora flexuosa,CBM2;GH11;,GH11,3MF9_A_Repair,-9.22,-0.0477720207253886
3MFA,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MFA.cif,A,194,cif,1004.0,28.0,0.0,4199.079306095596,Q8GMV7,bacterial,Thermopolyspora flexuosa,CBM2;GH11;,GH11,3MFA_A_Repair,-2.48,-0.012783505154639175
3MFC,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MFC.cif,A,187,cif,1039.0,26.0,0.0,3641.991852337996,Q8GMV7,bacterial,Thermopolyspora flexuosa,CBM2;GH11;,GH11,3MFC_A_Repair,-2.73,-0.014598930481283422
3MMD,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MMD.cif,A,371,cif,2190.0,105.0,0.0,9018.133990166263,P40943,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MMD_A_Repair,-45.59,-0.12288409703504044
3MS8,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MS8.cif,A,330,cif,1895.0,103.0,0.0,8933.423884792952,Q09LY9,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MS8_A_Repair,-57.37,-0.17384848484848484
3MSD,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MSD.cif,A,330,cif,2097.0,104.0,0.0,6879.778652980831,Q09LY9,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MSD_A_Repair,-48.68,-0.14751515151515152
3MSG,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MSG.cif,A,330,cif,2065.0,107.0,0.0,7131.72600202953,Q09LY9,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MSG_A_Repair,-55.61,-0.1685151515151515
3MUA,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MUA.cif,A,330,cif,2065.0,107.0,0.0,7130.907215019409,Q09LY9,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MUA_A_Repair,-54.86,-0.16624242424242425
3MUI,/home/ubuntu/xylanase-thesis/data/raw/pdb/3MUI.cif,A,330,cif,1830.0,106.0,0.0,9535.162719537802,Q09LY9,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,3MUI_A_Repair,-52.63,-0.15948484848484848
3NIY,/home/ubuntu/xylanase-thesis/data/raw/pdb/3NIY.cif,A,326,cif,2040.0,81.0,0.0,7662.149640529132,A5IL00,bacterial,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),GH10;,GH10,3NIY_A_Repair,-112.52,-0.3451533742331288
3NJ3,/home/ubuntu/xylanase-thesis/data/raw/pdb/3NJ3.cif,A,327,cif,1724.0,80.0,0.0,10376.715243122711,A5IL00,bacterial,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),GH10;,GH10,3NJ3_A_Repair,-100.93,-0.30865443425076455
3NYD,/home/ubuntu/xylanase-thesis/data/raw/pdb/3NYD.cif,A,304,cif,2091.0,44.0,1.0,4185.408489734312,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,3NYD_A_Repair,-74.69,-0.2456907894736842
3O2L,/home/ubuntu/xylanase-thesis/data/raw/pdb/3O2L.cif,A,306,cif,1727.0,38.0,0.0,7570.457810438913,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,3O2L_A_Repair,-52.57,-0.17179738562091504
3RDK,/home/ubuntu/xylanase-thesis/data/raw/pdb/3RDK.cif,B,334,cif,2172.0,70.0,0.0,6894.033755310198,C6CRV0,bacterial,Paenibacillus sp. (strain JDR-2),CBM22;CBM9;GH10;,GH10,3RDK_B_Repair,-70.08,-0.2098203592814371
3RI8,/home/ubuntu/xylanase-thesis/data/raw/pdb/3RI8.cif,A,182,cif,753.0,9.0,1.0,5836.970991617958,P33557,fungal,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),GH11;,GH11,3RI8_A_Repair,13.2,0.07252747252747252
3RI9,/home/ubuntu/xylanase-thesis/data/raw/pdb/3RI9.cif,A,182,cif,731.0,11.0,1.0,6090.623622291771,P33557,fungal,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),GH11;,GH11,3RI9_A_Repair,16.52,0.09076923076923077
3RO8,/home/ubuntu/xylanase-thesis/data/raw/pdb/3RO8.cif,A,304,cif,2117.0,59.0,0.0,5882.10465734301,C6CRV0,bacterial,Paenibacillus sp. (strain JDR-2),CBM22;CBM9;GH10;,GH10,3RO8_A_Repair,-30.07,-0.09891447368421052
3U7B,/home/ubuntu/xylanase-thesis/data/raw/pdb/3U7B.cif,A,327,cif,2079.0,49.0,2.0,6085.873395969465,B3A0S5,fungal,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato),,unknown,3U7B_A_Repair,-40.72,-0.12452599388379204
3VZJ,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZJ.cif,A,185,cif,631.0,8.0,0.0,7258.503352503338,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZJ_A_Repair,114.01,0.6162702702702703
3VZK,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZK.cif,A,185,cif,1108.0,13.0,0.0,3180.2261253535307,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZK_A_Repair,-10.8,-0.05837837837837838
3VZL,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZL.cif,A,185,cif,790.0,12.0,0.0,5506.482846052605,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZL_A_Repair,0.6,0.003243243243243243
3VZM,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZM.cif,A,185,cif,965.0,10.0,0.0,4373.679902597052,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZM_A_Repair,-5.44,-0.029405405405405406
3VZN,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZN.cif,A,185,cif,858.0,15.0,0.0,5079.57063911745,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZN_A_Repair,-9.02,-0.04875675675675675
3VZO,/home/ubuntu/xylanase-thesis/data/raw/pdb/3VZO.cif,A,185,cif,1179.0,14.0,0.0,2933.304256409072,P09850,bacterial,Niallia circulans (Bacillus circulans),GH11;,GH11,3VZO_A_Repair,-11.45,-0.06189189189189189
3W24,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W24.cif,A,324,cif,2468.0,66.0,0.0,3749.035200593684,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W24_A_Repair,-87.71,-0.2707098765432099
3W25,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W25.cif,A,324,cif,2702.0,64.0,0.0,3217.677717394619,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W25_A_Repair,-89.08,-0.2749382716049383
3W26,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W26.cif,A,324,cif,2879.0,67.0,0.0,2529.5950988310938,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W26_A_Repair,-78.01,-0.24077160493827163
3W27,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W27.cif,A,324,cif,2657.0,60.0,0.0,3289.143772919092,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W27_A_Repair,-83.75,-0.25848765432098764
3W28,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W28.cif,A,324,cif,2708.0,65.0,0.0,3143.7896195979315,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W28_A_Repair,-84.79,-0.26169753086419756
3W29,/home/ubuntu/xylanase-thesis/data/raw/pdb/3W29.cif,A,324,cif,2758.0,57.0,0.0,3032.239380220515,I3VVC1,bacterial,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),,unknown,3W29_A_Repair,-86.0,-0.2654320987654321
3WP3,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WP3.cif,A,190,cif,903.0,9.0,0.0,5208.71877363773,Q9HFH0,fungal,Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum),GH11;,GH11,3WP3_A_Repair,2.93,0.015421052631578948
3WP4,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WP4.cif,A,228,cif,1405.0,31.0,2.0,3471.953526953567,Q9UV68,fungal,Neocallimastix patriciarum (Rumen fungus),CBM1;GH11;,GH11,3WP4_A_Repair,-20.25,-0.08881578947368421
3WP5,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WP5.cif,A,227,cif,1438.0,31.0,2.0,3520.1615803821664,Q9UV68,fungal,Neocallimastix patriciarum (Rumen fungus),CBM1;GH11;,GH11,3WP5_A_Repair,-22.9,-0.10088105726872246
3WP6,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WP6.cif,A,228,cif,1272.0,33.0,2.0,4398.77298436011,Q9UV68,fungal,Neocallimastix patriciarum (Rumen fungus),CBM1;GH11;,GH11,3WP6_A_Repair,-8.65,-0.03793859649122807
3WUB,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WUB.cif,A,313,cif,1939.0,65.0,1.0,5483.214526966451,B4XVN1,bacterial,Streptomyces sp,CBM2;GH10;,GH10,3WUB_A_Repair,-35.35,-0.11293929712460064
3WUE,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WUE.cif,A,312,cif,1657.0,69.0,1.0,7183.864363796959,B4XVN1,bacterial,Streptomyces sp,CBM2;GH10;,GH10,3WUE_A_Repair,-45.39,-0.14548076923076922
3WUF,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WUF.cif,A,313,cif,2127.0,67.0,1.0,4698.328958392737,B4XVN1,bacterial,Streptomyces sp,CBM2;GH10;,GH10,3WUF_A_Repair,-45.3,-0.14472843450479234
3WUG,/home/ubuntu/xylanase-thesis/data/raw/pdb/3WUG.cif,A,312,cif,1929.0,68.0,1.0,5428.684345048143,B4XVN1,bacterial,Streptomyces sp,CBM2;GH10;,GH10,3WUG_A_Repair,-57.35,-0.18381410256410258
3ZI7,/home/ubuntu/xylanase-thesis/data/raw/pdb/3ZI7.cif,A,274,cif,1846.0,48.0,0.0,4335.266329752693,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,3ZI7_A_Repair,-48.15,-0.17572992700729925
3ZSE,/home/ubuntu/xylanase-thesis/data/raw/pdb/3ZSE.cif,A,188,cif,917.0,17.0,0.0,4190.666372296697,Q5RZ98,bacterial,Thermobifida fusca (Thermomonospora fusca),CBM2;GH11;,GH11,3ZSE_A_Repair,-12.03,-0.06398936170212766
4BAG,/home/ubuntu/xylanase-thesis/data/raw/pdb/4BAG.cif,A,274,cif,1451.0,47.0,0.0,7847.983705280258,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,4BAG_A_Repair,-53.36,-0.19474452554744526
4BS0,/home/ubuntu/xylanase-thesis/data/raw/pdb/4BS0.cif,A,300,cif,2209.0,36.0,0.0,3415.2413078754034,P23360,fungal,Thermoascus aurantiacus,GH10;,GH10,4BS0_A_Repair,-82.2,-0.274
4E4P,/home/ubuntu/xylanase-thesis/data/raw/pdb/4E4P.cif,A,293,cif,1457.0,50.0,0.0,10717.587508514283,C6CRV0,bacterial,Paenibacillus sp. (strain JDR-2),CBM22;CBM9;GH10;,GH10,4E4P_A_Repair,-20.32,-0.06935153583617748
4F8X,/home/ubuntu/xylanase-thesis/data/raw/pdb/4F8X.cif,A,335,cif,2181.0,50.0,3.0,5965.207310286468,C3VEV9,fungal,Penicillium canescens,GH10;,GH10,4F8X_A_Repair,-67.05,-0.20014925373134326
4H35,/home/ubuntu/xylanase-thesis/data/raw/pdb/4H35.cif,A,274,cif,1425.0,47.0,0.0,8110.551648117383,P51584,bacterial,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),CBM22;GH10;,GH10,4H35_A_Repair,-54.42,-0.1986131386861314
4HK8,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HK8.cif,A,189,cif,1056.0,19.0,0.0,3594.14944259516,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4HK8_A_Repair,-20.54,-0.10867724867724868
4HK9,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HK9.cif,A,188,cif,1111.0,22.0,0.0,3123.3486585017918,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4HK9_A_Repair,-19.88,-0.10574468085106382
4HKL,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HKL.cif,A,189,cif,1186.0,22.0,0.0,3108.2720171271376,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4HKL_A_Repair,-11.06,-0.05851851851851852
4HKO,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HKO.cif,A,189,cif,1049.0,20.0,0.0,3478.519518431421,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4HKO_A_Repair,-3.58,-0.018941798941798944
4HKW,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HKW.cif,A,189,cif,1110.0,18.0,0.0,2965.0258599101617,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4HKW_A_Repair,-1.43,-0.007566137566137566
4HU8,/home/ubuntu/xylanase-thesis/data/raw/pdb/4HU8.cif,B,452,cif,2202.0,80.0,0.0,14903.516057496478,K7PDC1,bacterial,uncultured bacterium 35A20,,unknown,4HU8_B_Repair,10.92,0.02415929203539823
4L4O,/home/ubuntu/xylanase-thesis/data/raw/pdb/4L4O.cif,A,330,cif,1593.0,111.0,0.0,13026.546657761804,B9MMA5,bacterial,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),GH10;,GH10,4L4O_A_Repair,-69.61,-0.21093939393939393
4L4P,/home/ubuntu/xylanase-thesis/data/raw/pdb/4L4P.cif,A,328,cif,1610.0,112.0,0.0,11980.099813168126,B9MMA5,bacterial,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),GH10;,GH10,4L4P_A_Repair,-72.67,-0.2215548780487805
4MGQ,/home/ubuntu/xylanase-thesis/data/raw/pdb/4MGQ.cif,A,159,cif,1335.0,31.0,0.0,2883.309830565788,D8DVU6,bacterial,Segatella baroniae B14,,unknown,4MGQ_A_Repair,5.0,0.031446540880503145
4PMD,/home/ubuntu/xylanase-thesis/data/raw/pdb/4PMD.cif,A,329,cif,1686.0,119.0,0.0,11858.332850587454,B9MMA5,bacterial,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum),GH10;,GH10,4PMD_A_Repair,-86.3,-0.2623100303951368
4PRW,/home/ubuntu/xylanase-thesis/data/raw/pdb/4PRW.cif,A,371,cif,2453.0,112.0,0.0,6581.839380226847,P40943,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,4PRW_A_Repair,-94.76,-0.2554177897574124
4PUD,/home/ubuntu/xylanase-thesis/data/raw/pdb/4PUD.cif,A,371,cif,2229.0,115.0,0.0,8795.64903737687,P40943,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,4PUD_A_Repair,-79.7,-0.2148247978436658
4PUE,/home/ubuntu/xylanase-thesis/data/raw/pdb/4PUE.cif,A,371,cif,2029.0,107.0,0.0,10619.682977889675,P40943,bacterial,Geobacillus stearothermophilus (Bacillus stearothermophilus),GH10;,GH10,4PUE_A_Repair,-64.81,-0.1746900269541779
4QAW,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QAW.cif,A,537,cif,1875.0,73.0,0.0,22283.528372425404,H6WCZ0,bacterial,Paenibacillus barcinonensis,,unknown,4QAW_A_Repair,61.82,0.11512104283054003
4QB1,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QB1.cif,A,128,cif,526.0,7.0,0.0,4510.1002460573445,H6WCZ0,bacterial,Paenibacillus barcinonensis,,unknown,4QB1_A_Repair,-4.99,-0.038984375
4QB2,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QB2.cif,A,129,cif,664.0,7.0,0.0,3138.1177128229165,H6WCZ0,bacterial,Paenibacillus barcinonensis,,unknown,4QB2_A_Repair,-1.71,-0.013255813953488372
4QB6,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QB6.cif,A,129,cif,602.0,5.0,0.0,3661.6750989852,H6WCZ0,bacterial,Paenibacillus barcinonensis,,unknown,4QB6_A_Repair,-5.28,-0.04093023255813954
4QCE,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QCE.cif,A,354,cif,1950.0,97.0,0.0,9770.087160297457,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,4QCE_A_Repair,-53.76,-0.151864406779661
4QCF,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QCF.cif,A,354,cif,1911.0,93.0,0.0,10361.849314650532,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,4QCF_A_Repair,-36.56,-0.1032768361581921
4QDM,/home/ubuntu/xylanase-thesis/data/raw/pdb/4QDM.cif,A,354,cif,1947.0,98.0,0.0,9989.207329124789,O30700,bacterial,Bacillus sp. NG-27,GH10;,GH10,4QDM_A_Repair,-53.97,-0.15245762711864405
4S2D,/home/ubuntu/xylanase-thesis/data/raw/pdb/4S2D.cif,A,189,cif,916.0,19.0,0.0,3745.89274086052,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4S2D_A_Repair,2.7,0.014285714285714287
4S2F,/home/ubuntu/xylanase-thesis/data/raw/pdb/4S2F.cif,A,189,cif,885.0,19.0,0.0,3907.377816351768,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4S2F_A_Repair,20.7,0.10952380952380952
4S2G,/home/ubuntu/xylanase-thesis/data/raw/pdb/4S2G.cif,A,189,cif,907.0,19.0,0.0,3897.363399149031,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4S2G_A_Repair,-3.88,-0.02052910052910053
4S2H,/home/ubuntu/xylanase-thesis/data/raw/pdb/4S2H.cif,A,189,cif,939.0,19.0,0.0,3495.765806524496,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4S2H_A_Repair,0.62,0.0032804232804232803
4W8L,/home/ubuntu/xylanase-thesis/data/raw/pdb/4W8L.cif,A,352,cif,1860.0,97.0,0.0,11175.30716575382,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4W8L_A_Repair,-53.74,-0.15267045454545455
4XPV,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XPV.cif,A,189,cif,966.0,19.0,0.0,3352.228599597725,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4XPV_A_Repair,-5.2,-0.027513227513227514
4XQ4,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XQ4.cif,A,188,cif,1228.0,19.0,0.0,2627.504178481874,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4XQ4_A_Repair,-11.38,-0.06053191489361703
4XQD,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XQD.cif,B,189,cif,1098.0,19.0,0.0,3127.371606124787,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4XQD_B_Repair,-13.88,-0.07343915343915344
4XQW,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XQW.cif,A,189,cif,1081.0,19.0,0.0,3235.387541200545,P36217,fungal,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei),GH11;,GH11,4XQW_A_Repair,-6.61,-0.034973544973544976
4XUN,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUN.cif,A,161,cif,663.0,34.0,0.0,6079.963331338568,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUN_A_Repair,-4.28,-0.02658385093167702
4XUO,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUO.cif,A,156,cif,516.0,22.0,0.0,7074.368864245069,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUO_A_Repair,0.6,0.003846153846153846
4XUP,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUP.cif,A,330,cif,1020.0,54.0,0.0,16661.406265395693,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUP_A_Repair,5.94,0.018000000000000002
4XUQ,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUQ.cif,A,161,cif,590.0,30.0,0.0,7098.389846099162,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUQ_A_Repair,-3.7,-0.02298136645962733
4XUR,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUR.cif,A,161,cif,565.0,32.0,0.0,7126.880660848046,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUR_A_Repair,7.46,0.04633540372670807
4XUT,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUT.cif,A,161,cif,596.0,33.0,0.0,6748.484358288797,O69230,bacterial,Paenibacillus barcinonensis,CBM22;CBM9;GH10;,GH10,4XUT_A_Repair,-10.99,-0.06826086956521739
4XUY,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XUY.cif,A,301,cif,1940.0,46.0,1.0,4629.177841963726,A2QFV7,fungal,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),GH10;,GH10,4XUY_A_Repair,-49.43,-0.16421926910299003
4XV0,/home/ubuntu/xylanase-thesis/data/raw/pdb/4XV0.cif,A,301,cif,2284.0,50.0,0.0,3540.866359862988,G0RA32,fungal,Hypocrea jecorina (strain QM6a) (Trichoderma reesei),,unknown,4XV0_A_Repair,-36.68,-0.12186046511627907
